ADMIXTURE DISCHARGE FAULT,coil,2859,Bool,NULL
AGGREGATE DEAD WEIGHT FAULT,coil,2860,Bool,NULL
CEMENT DEAD WEIGHT FAULT,coil,2861,Bool,NULL
WATER DEAD WEIGHT FAULT,coil,2862,Bool,NULL
ADMIXTURE DEAD WEIGHT FAULT,coil,2863,Bool,NULL
AGGREGATE BIN-1 TOLERANCE FAULT-- GT,coil,2864,Bool,NULL
AGGREGATE BIN-1 TOLERANCE FAULT-- LT,coil,2865,Bool,NULL
AGGREGATE BIN-2 TOLERANCE FAULT-- GT,coil,2866,Bool,NULL
AGGREGATE BIN-2 TOLERANCE FAULT-- LT,coil,2867,Bool,NULL
AGGREGATE BIN-3 TOLERANCE FAULT-- GT,coil,2868,Bool,NULL
AGGREGATE BIN-3 TOLERANCE FAULT-- LT,coil,2869,Bool,NULL
AGGREGATE BIN-4 TOLERANCE FAULT-- GT,coil,2870,Bool,NULL
AGGREGATE BIN-4 TOLERANCE FAULT-- LT,coil,2871,Bool,NULL
AGGREGATE BIN-5 TOLERANCE FAULT-- GT,coil,2872,Bool,NULL
AGGREGATE BIN-5 TOLERANCE FAULT-- LT,coil,2873,Bool,NULL
AGGREGATE BIN-6 TOLERANCE FAULT-- GT,coil,2874,Bool,NULL
AGGREGATE BIN-6 TOLERANCE FAULT-- LT,coil,2875,Bool,NULL
CEMENT TOLERANCE FAULT C-1 GT,coil,2876,Bool,NULL
CEMENT TOLERANCE FAULT C-1 LT,coil,2877,Bool,NULL
CEMENT TOLERANCE FAULT C-2 GT,coil,2878,Bool,NULL
CEMENT TOLERANCE FAULT C-2 LT,coil,2879,Bool,NULL
CEMENT TOLERANCE FAULT C-3 GT,coil,2880,Bool,NULL
CEMENT TOLERANCE FAULT C-3 LT,coil,2881,Bool,NULL
CEMENT TOLERANCE FAULT C-4 GT,coil,2882,Bool,NULL
CEMENT TOLERANCE FAULT C-4 LT,coil,2883,Bool,NULL
WATER TOLERANCE FAULT W-1 GT,coil,2884,Bool,NULL
WATER TOLERANCE FAULT W-1 LT,coil,2885,Bool,NULL
WATER TOLERANCE FAULT W-2 GT,coil,2886,Bool,NULL
WATER TOLERANCE FAULT W-2 LT,coil,2887,Bool,NULL
ADMIXTURE-1 TOLERANCE FAULT GT,coil,2888,Bool,NULL
ADMIXTURE-1 TOLERANCE FAULT LT,coil,2889,Bool,NULL
ADMIXTURE-2 TOLERANCE FAULT GT,coil,2890,Bool,NULL
ADMIXTURE-2 TOLERANCE FAULT LT,coil,2891,Bool,NULL
SKIP DOWN TO WAITING FAULT,coil,2892,Bool,NULL
SKIP WAITING TO TOP FAULT,coil,2893,Bool,NULL
CLOSE ON ,coil,2894,Bool,NULL
